user_agent_sk,ua_hash,user_agent,agent_type,browser_name,browser_version,operating_system,device_type
1123,77ac545ac5eafb7e0ed3ecd7b4c839c5c3c61cf16bb7d8b2bf04df66f99419c3,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.0;+Trident/4.0;+GTB6.5;+SLCC1;+.NET+CLR+2.0.50727;+OfficeLiveConnector.1.3;+OfficeLivePatch.0.0;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30618),Browser,IE,8.0,Windows,Desktop
1124,78e2c349108e1f5477cf15ba870766b27258a3c5e7eae2ec88a844659c628178,Mozilla/5.0+(compatible;+MSIE+9.0;+Windows+NT+6.1;+WOW64;+Trident/5.0;+BOIE9;ENUS),Browser,IE,9.0,Windows,Desktop
1125,7b0f1ff37f57821f6f2c669c8332541e81981356c144bbe23a3f3714790c0024,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+GTB0.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+InfoPath.2;+OfficeLiveConnector.1.5;+OfficeLivePatch.1.3),Browser,IE,8.0,Windows,Desktop
1126,7b197188493672305faa3adfc23b8d67475cb9c88f14e36b5e13921c59e9d43f,"Mozilla/5.0+(iPad;+U;+CPU+OS+4_2_1+like+Mac+OS+X;+en-us)+AppleWebKit/533.17.9+(KHTML,+like+Gecko)+Version/5.0.2+Mobile/8C148+Safari/6533.18.5",Browser,Mobile Safari,5.0.2,iOS,Tablet
1127,7bdcb65321682777e3a0122cbcf25af54dea0616aa2b8216795ea9c7b2f2f13c,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+GTB6.4;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+OfficeLiveConnector.1.3;+OfficeLivePatch.0.0;+InfoPath.1;+AskTB5.6),Browser,IE,8.0,Windows,Desktop
1128,7c3b46ee9d228f8c6c0c6f45c93aee2ba343f2c76f11f68f7a0cf79638deece4,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+InfoPath.3;+.NET4.0C;+.NET4.0E),Browser,IE,8.0,Windows,Desktop
1129,7c3c7f7ee5f59a5fabbc68f8eaef9b8bdc9642732a76e36476d6d725f7af609e,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+InfoPath.2),Browser,IE,8.0,Windows,Desktop
1130,7cc81a5a18de373d643465ca190d3bb3381a2198af8164ddd6cf9f170ad05c77,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.0;+Trident/4.0;+SLCC1;+.NET+CLR+2.0.50727;+Media+Center+PC+5.0;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30618;+InfoPath.2;+OfficeLiveConnector.1.3;+OfficeLivePatch.0.0),Browser,IE,8.0,Windows,Desktop
1131,7eca25f45f6818c36be778c514c17ff618b6059b6cb07f4140a7facb00af649d,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+GTB0.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0),Browser,IE,8.0,Windows,Desktop
1132,8136dfa6586c47e7b52cdb0d884b75e13420d5d097de86c019eebcda2c5a4bc2,Mozilla/5.0+(compatible;+Google+Desktop/5.9.911.3589;+http://desktop.google.com/),Browser,Other,Unknown,Other,Other
1133,81d3fd7dfe979a3ca4cc60c58b16ead33225f77d4a52983974f629ca39baf1b0,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.0;+Trident/4.0;+SLCC1;+.NET+CLR+2.0.50727;+Media+Center+PC+5.0;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30618),Browser,IE,8.0,Windows,Desktop
1134,82e9b47b2e27d3d6ada63d2f09948ce279b74f04e5310cdc07a7b6940a6e9cde,Mozilla/5.0+(compatible;+Speedy+Spider;+http://www.entireweb.com/about/search_tech/speedy_spider/),Crawler,Speedy Spider,Unknown,Other,Bot
1135,834c3b864b95938f53fb7f51e145cc0e56c836db200e432317976c8188819f45,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+.NET4.0C;+MATM),Browser,IE,8.0,Windows,Desktop
1136,837ed1dbe8a64a5b7b61e9b34fb88107d396f75c87d082b4b263634b0ff45085,"Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+SIMBAR={26C2D48E-6D71-4764-89B1-F81555024D0F};+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+InfoPath.3;+Tablet+PC+2.0),gzip(gfe)+(via+translate.google.com)",Browser,IE,8.0,Windows,Desktop
1137,840fc41512b36007409bf34ae0d5e8c32fcd0ac4ce5cea36c22634be8e3fe45c,Mozilla/4.0+(Mozilla/4.0;+MSIE+7.0;+Windows+NT+5.1;+FDM;+SV1),Browser,IE,7.0,Windows,Desktop
1138,84633dcb2f6f66b08a6c13bdf4f8035ae29a5052d40625c89a734ec6952e9a4b,Mozilla/5.0+(compatible;+MSIE+9.0;+Windows+NT+6.1;+Trident/5.0),Browser,IE,9.0,Windows,Desktop
1139,88f7d70f41ad238a00bf129ae7b3030d351a16159f7de9f59d004512acadc88b,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+GTB6.6;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+InfoPath.2),Browser,IE,8.0,Windows,Desktop
1140,89b8f1f588976718755448e393fd9d799760473457a04cbe1dd6f40c236f902d,"Mozilla/5.0+(iPod;+U;+CPU+iPhone+OS+2_2+like+Mac+OS+X;+en-us)+AppleWebKit/525.18.1+(KHTML,+like+Gecko)+Version/3.1.1+Mobile/5G77+Safari/525.20",Browser,Mobile Safari,3.1.1,iOS,Mobile
1141,8acb812ed0ef0994ba26d58de2bf9dcc2f5671b7881104e3830f157666f0b4cd,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.0;+Trident/4.0;+SLCC1;+.NET+CLR+2.0.50727;+Media+Center+PC+5.0;+MDDC;+.NET+CLR+3.5.30729;+WinTSI+25.01.2010;+.NET+CLR+3.0.30729),Browser,IE,8.0,Windows,Desktop
1142,8b42f7cda19063105b81844194357112ed7bbea4c3259f83a7b440b7bf7d42a8,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.0;+Trident/4.0;+GTB6;+SLCC1;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+OfficeLiveConnector.1.3;+OfficeLivePatch.0.0;+.NET+CLR+3.0.30729),Browser,IE,8.0,Windows,Desktop
1143,8ba7b134cda46f3ce7c97fa805fe0bacbb5cbd78f695996b5ad46c1ee24d17f9,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+GTB6.6;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+MALN;+InfoPath.3;+AskTbMP3/5.9.1.14019),Browser,IE,8.0,Windows,Desktop
1144,8c984b77b2bb88567cea7dbaf9bdbc06f86a96e6b34deed95e3c90c10635589e,Mozilla/5.0+(compatible;+Google+Desktop/5.9.909.30391;+http://desktop.google.com/),Browser,Other,Unknown,Other,Other
1145,8f03c6fac532c04a2c4914e9521ca70def74727bfbbb1304a2398f0683a7efd0,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+InfoPath.2;+MS-RTC+LM+8),Browser,IE,8.0,Windows,Desktop
1146,8f2cda268fc993181951b89f3b9278335552f331330237e3941c639d3b4d12f7,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+GTB6.6;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+.NET4.0C;+InfoPath.2;+.NET4.0E),Browser,IE,8.0,Windows,Desktop
1147,9015e8ea08f97b7087441b752b2fd8a8ee58dd8380c3ecc83f67cbef33897e10,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+HPNTDF),Browser,IE,8.0,Windows,Desktop
1148,90b3586720ad771b51c324d58006781549629096e783922fe3f605f9b69eb92d,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+FunWebProducts;+GTB6.6;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+.NET4.0C;+BRI/1),Browser,IE,8.0,Windows,Desktop
1149,91ba68a367c23e6efd2311708b9bb3bff98a33810cf78e302b8fc9484e1c4175,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.0;+WOW64;+Trident/4.0;+GTB6.4;+SLCC1;+.NET+CLR+2.0.50727;+Media+Center+PC+5.0;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729),Browser,IE,8.0,Windows,Desktop
1150,927dde330b73e016f237cb388b0acac35d510c0f1d7dfd86d8afd5acf28be26a,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+GTB6.5;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+InfoPath.2),Browser,IE,8.0,Windows,Desktop
1151,93270d952fb3f60fc7ddd0fd05f3504411c545f24adff5802ce30574bb823211,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.0;+Trident/4.0;+GTB6.6;+SLCC1;+.NET+CLR+2.0.50727;+Media+Center+PC+5.0;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30618;+.NET4.0C),Browser,IE,8.0,Windows,Desktop
1152,956f4f033f083054a15a270398dbd1bb94be8219173559c0bedd53695ec70b57,"Mozilla/5.0+(en-us)+AppleWebKit/525.13+(KHTML,+like+Gecko;+Google+Wireless+Transcoder)+Version/3.1+Safari/525.13",Browser,Safari,3.1,Other,Other
1153,95ef44ca979197303db43e99e236913f2554bda1b8a702aff00dc37297ce39e4,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.0;+Trident/4.0;+SLCC1;+.NET+CLR+2.0.50727;+Media+Center+PC+5.0;+.NET+CLR+3.0.30618;+OfficeLiveConnector.1.3;+OfficeLivePatch.0.0;+.NET+CLR+3.5.30729),Browser,IE,8.0,Windows,Desktop
1154,96a93a21b105a0cdafde32a74598dcf4dd5c20bc13a5c5a11e49d10ffac4fc46,Mozilla/5.0+(compatible;+008/0.83;+http://www.80legs.com/webcrawler.html;)+Gecko/2008032620,Crawler,008,0.83,Other,Bot
1155,96f0360eb8819ef889a4e25ffebe66f8a56858ea73abdbb08789a14dd5e6b48a,"Mozilla/5.0+(en-us)+AppleWebKit/525.13+(KHTML,+like+Gecko;+Google+Web+Preview)+Version/3.1+Safari/525.13",Crawler,Safari,3.1,Other,Bot
1156,975ef274aa0b9d7df3b3c372482ad4a44ca60d3eb1df74a2346cdd8f21c447e5,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+OfficeLiveConnector.1.5;+OfficeLivePatch.1.3),Browser,IE,8.0,Windows,Desktop
1157,977d4eb37525dc3a5f19cf7b0b0fdfe342cc3626eba01bf870a86d579b433375,Mozilla/5.0+(compatible;+008/0.83;+http://www.80legs.com/webcrawler.html)+Gecko/2008032620,Crawler,008,0.83,Other,Bot
1158,98bcf6f3cbff9bdc2ed03e5eb223c1c794f68bd95b52076aeb783febed030923,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+Tablet+PC+2.0;+.NET4.0C;+.NET4.0E),Browser,IE,8.0,Windows,Desktop
1159,98ce25c90efd480aff27ccad3698727cf80d8758aca03467df3c1ae53411eee9,Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots),Crawler,YandexBot,3.0,Other,Bot
1160,98f1d0cf9e8f0d49eec863da71afe0a9001af0e0221da0f326f6bccf78917098,"Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+GTB6.6;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+InfoPath.3;+.NET4.0C;+InfoPath.2),gzip(gfe)+(via+translate.google.com)",Browser,IE,8.0,Windows,Desktop
1161,9a00b04b413307ee6a8bf7ac1ca61d7f65d2d3f3c2e5bf3fb13b38c1f8b050b8,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.0;+Trident/4.0;+SLCC1;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+.NET+CLR+1.1.4322;+.NET4.0C),Browser,IE,8.0,Windows,Desktop
1162,9cb07a5dd2911456220be34729bd7e115176ecaa7c65caa66abb1fc7b7eed364,"Mozilla/5.0+(iPad;+U;+CPU+OS+4_3_3+like+Mac+OS+X;+nl-nl)+AppleWebKit/533.17.9+(KHTML,+like+Gecko)+Version/5.0.2+Mobile/8J3+Safari/6533.18.5",Browser,Mobile Safari,5.0.2,iOS,Tablet
1163,9d2193a01699e9ef0a95e18c5195a0607d1e75d04895c79c17836490d5b9aa23,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+GTB6.5;+YTB730;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+.NET4.0C),Browser,IE,8.0,Windows,Desktop
1164,9d7f96b56028e0f1421c1281ca762601c1cc822fb8f289e72ed8139d9e316ad0,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.0;+WOW64;+Trident/4.0;+GTB6.3;+SLCC1;+.NET+CLR+2.0.50727;+Media+Center+PC+5.0;+.NET+CLR+3.5.30729;+OfficeLiveConnector.1.3;+OfficeLivePatch.0.0;+MS-RTC+EA+2;+.NET+CLR+3.0.30729),Browser,IE,8.0,Windows,Desktop
1165,9d8e5fecc1f64ef93fd7911b2ce3d977e19c71b78955b57aa1299d7ea1128b1c,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.0;+Trident/4.0;+GTB6;+Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1)+;+SLCC1;+.NET+CLR+2.0.50727;+.NET+CLR+1.1.4322;+InfoPath.2;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+OfficeLiveConnector.1.5;+OfficeLivePatch.1.3;+AskTB5.5),Browser,IE,8.0,Windows,Desktop
1166,9db9c347501b73247e3ab62c2990c1b2ef6a34574aaee56f27b5e979ee257f5e,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.0;+WOW64;+Trident/4.0;+GTB6.3;+SLCC1;+.NET+CLR+2.0.50727;+Media+Center+PC+5.0;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30618),Browser,IE,8.0,Windows,Desktop
1167,a1712e77527746beef71aeaac7827433a526cf759335b0d91c37a0ac9c29d5bd,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+HPNTDF;+InfoPath.2),Browser,IE,8.0,Windows,Desktop
1168,a2ce9ca95cab5895d5c449d13032e0c32984992fbde024c301c5a4740898e08c,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+.NET+CLR+1.1.4322),Browser,IE,8.0,Windows,Desktop
1169,a2e7c14989a886be9b3f84b14a993faa9cbef982f22fe42467f80970c6a7cf11,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+GTB0.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+MDDC;+MDDC),Browser,IE,8.0,Windows,Desktop
1170,a41ee7da9279a28d71a5e3baccca85c8eee07b946ccbdd77e37f7f33be0ec3d1,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+GTB6.6;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+VER#9A#80837551656745485488484888;+.NET4.0C),Browser,IE,8.0,Windows,Desktop
1171,a72059317888e69ff322637c4672a15c410ef965201ea38c5a3596072a990787,Mozilla/5.0+(compatible;+Exabot/3.0;++http://www.exabot.com/go/robot),Crawler,Exabot,3.0,Other,Bot
1172,aa7f22e057d077e76e5f57c93311752b86280b2a0259831750378bd3fc3f1e34,"Mozilla/5.0+(compatible;+DotBot/1.1;+http://www.dotnetdotcom.org/,+crawler@dotnetdotcom.org)",Crawler,DotBot,1.1,Other,Bot
1173,aa88a760412d4dc06b16b624fec81555392a939d899750385b17e5b48382e5c6,Mozilla/4.0+(compatible;+Win32;+WinHttp.WinHttpRequest.5),Crawler,Other,Unknown,Windows,Bot
1174,ad65d9e333ab3cdf3a0f130c3646ba5216a351fb682f3a409bdcff6893ecc661,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.0;+Trident/4.0;+SLCC1;+.NET+CLR+2.0.50727;+Media+Center+PC+5.0;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30618;+.NET4.0C),Browser,IE,8.0,Windows,Desktop
1175,afc65f4dc1694e202a734872c4f1e42813fd67fd053bdaa0909d054314521b67,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+InfoPath.1),Browser,IE,8.0,Windows,Desktop
1176,b0a060f4eccebc54fac13036af9b97a53266f597960b18298b9740849df5e0eb,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.0;+Trident/4.0;+SLCC1;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+.NET4.0C),Browser,IE,8.0,Windows,Desktop
1177,b0d0c1c25d9ddec9e000c0e26a999db4ff2da631779bed037ae2a22dadead481,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+GTB6.4;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+eSobiSubscriber+2.0.4.16;+OfficeLiveConnector.1.3;+OfficeLivePatch.0.0),Browser,IE,8.0,Windows,Desktop
1178,b272d50f2bae287572aa913b6117f8f5807c84c35c396f33ecbe9915676466df,"Mozilla/5.0+(iPad;+U;+CPU+OS+3_2_2+like+Mac+OS+X;+en-us)+AppleWebKit/531.21.10+(KHTML,+like+Gecko)+Version/4.0.4+Mobile/7B500+Safari/531.21.10",Browser,Mobile Safari,4.0.4,iOS,Tablet
1179,b2bef4cec72855b001757b6f577d27cc8434138a4dd9c0260ca37171eba21546,Mozilla/4.0+(compatible;+Synapse),Browser,Other,Unknown,Other,Other
1180,b30c10018f1bc49f8fe5c57869de3d998e30ca381d2dde7cf142930e2c604ddc,"Mozilla/5.0+(iPad;+U;+CPU+OS+3_2_1+like+Mac+OS+X;+es-es)+AppleWebKit/531.21.10+(KHTML,+like+Gecko)+Version/4.0.4+Mobile/7B405+Safari/531.21.10",Browser,Mobile Safari,4.0.4,iOS,Tablet
1181,b36c19b93c16756946a05313208bd61035bf12e0da5f063dfdf2bf41de8f0c03,Mozilla/4.0+(compatible;+Netcraft+Web+Server+Survey),Browser,Other,Unknown,Other,Other
1182,b4e6e01cebcc266e2d4e9988af732dc1405371539f76db7778e1e7efffffbd67,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+.NET+CLR+1.1.4322;+InfoPath.3),Browser,IE,8.0,Windows,Desktop
1183,b4fd6d4969e9c17c0852e4a0c81a26e5eb1549880b5d957b247e88b7f877749c,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+HPNTDF;+InfoPath.2),Browser,IE,8.0,Windows,Desktop
1184,b5d1a022059d42e0e33d96f60c86962eddaa2729a3d56007e19e06c75f0a250c,Mozilla/5.0+(compatible;+MJ12bot/v1.3.2;+http://www.majestic12.co.uk/bot.php?+),Crawler,MJ12bot,1.3.2,Other,Bot
1185,b6393431f7e5787579f244e24e2e41d8b1e04a36246a413c3b84b8594871d49a,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+GTB6.4;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+WWTClient2;+InfoPath.3;+AskTB5.6),Browser,IE,8.0,Windows,Desktop
1186,bd981d32b51194a300a8ee036fe8811e1354ba9c0a3f438dd3d3c827bfc0cb3a,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+.NET+CLR+1.1.4322;+Tablet+PC+2.0),Browser,IE,8.0,Windows,Desktop
1187,bda35aead254b2180351e5db77a3bcb69234c3cc04c28355410c87fce90c9cf0,Mozilla/5.0+(compatible;+MSIE+or+Firefox+mutant;+not+on+Windows+server;++http://ws.daum.net/aboutWebSearch.html)+Daumoa/2.0,Crawler,Daumoa,2.0,Windows,Bot
1188,bfa2e54147396c6956da753a4e1f2231a8a5a15f59fa4377115c56c98ea5ae0e,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.0;+Trident/4.0;+SLCC1;+.NET+CLR+2.0.50727;+Media+Center+PC+5.0;+.NET+CLR+3.0.04506;+InfoPath.2;+WinNT-PAI+15.08.2009;+OfficeLiveConnector.1.3;+OfficeLivePatch.0.0),Browser,IE,8.0,Windows,Desktop
1189,bfe511807e86a7e37ff45954642e0b5ec2da9a8ac38713b15e1328c44e78cd7f,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.0;+Trident/4.0;+GTB6.6;+SLCC1;+.NET+CLR+2.0.50727;+Media+Center+PC+5.0;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30618;+OfficeLiveConnector.1.3;+OfficeLivePatch.0.0;+.NET4.0C),Browser,IE,8.0,Windows,Desktop
1190,c2fd3469263ec65bebc27594fe1e1a7a22f27a62d0a71eea5879fd6ed77a5a19,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+MDDR;+.NET4.0C;+.NET4.0E),Browser,IE,8.0,Windows,Desktop
1191,c3e77b9cf5eea37d3033bbcfc43f5ce4f22ec1a30c19e7a6d670b8f06ed81420,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+.NET4.0C;+.NET4.0E),Browser,IE,8.0,Windows,Desktop
1192,c4457feee92955ca26d4216164892d06788df71ed0ecfaeb214b385ebaca5cd5,"Mozilla/5.0+(iPhone;+U;+CPU+iPhone+OS+3_1_3+like+Mac+OS+X;+en-us)+AppleWebKit/528.18+(KHTML,+like+Gecko)+Version/4.0+Mobile/7E18+Safari/528.16",Browser,Mobile Safari,4.0,iOS,Mobile
1193,c57d6ca2347b20e7be336720c688132658c88d715e27f465d8e0c46445ee5093,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.0;+Trident/4.0;+SLCC1;+.NET+CLR+2.0.50727;+OfficeLiveConnector.1.3;+OfficeLivePatch.0.0;+.NET+CLR+3.0.30729;+.NET+CLR+3.5.30729;+MSN+OptimizedIE8;ESES),Browser,IE,8.0,Windows,Desktop
1194,c7573091bea1042cf4f2b1ac1347be9c6744b78a5ca2834a49b3b59e0d6e506f,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.0;+Trident/4.0;+GTB6.6;+SLCC1;+.NET+CLR+2.0.50727;+Media+Center+PC+5.0;+OfficeLiveConnector.1.3;+OfficeLivePatch.0.0;+.NET+CLR+3.0.30618;+.NET+CLR+3.5.30729;+Creative+ZENcast+v2.01.01),Browser,IE,8.0,Windows,Desktop
1195,c842bb7191ef6f16e41860cf0c3f5ba53eb0dd0e198c114c2acb74b32916bde1,"Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+MRSPUTNIK+2,+2,+0,+94;+MRA+5.6+(build+03278);+GTB6.5;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+InfoPath.1;+OfficeLiveConnector.1.4;+OfficeLivePatch.1.3)",Browser,IE,8.0,Windows,Desktop
1196,c879ecfa5b81fbef5c3dd2832d684c1f84ec04fb229d5ed855c2b8a56f29e97c,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+.NET4.0C;+Tablet+PC+2.0),Browser,IE,8.0,Windows,Desktop
1197,c898ecf16fb35d74e6cc454ab4f1fc332285a60e481a4865c2d4e4c66df14d09,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.0;+Trident/4.0;+SLCC1;+.NET+CLR+2.0.50727;+Media+Center+PC+5.0;+.NET+CLR+3.0.30729;+InfoPath.2;+.NET+CLR+3.5.30729),Browser,IE,8.0,Windows,Desktop
