geolocation_sk,geo_hash,country,region,city,latitude,longitude,isp
1177,A94DC47D9FEC323470C65DF5EAA517705927D180BD0D4FAC40C06F31AF6A4A35,United Kingdom,Scotland,Kilwinning,55.65340042114258,-4.6940999031066895,Virgin Media
1178,3E89C2A6F5D1AE8CED65152DD344CF5FF8E4202F67D0EDF247235ED3E2951DD8,United Kingdom,Scotland,Linlithgow,55.975101470947266,-3.599600076675415,British Telecommunications PLC
1179,304D51EF3C8A8E062825B44E26074AE75B4CE04AB3A98C7BFD3BDBB0E4FF9605,United Kingdom,Scotland,Loanhead,55.87329864501953,-3.1586999893188477,British Telecommunications PLC
1180,32C635EB99B716B5FCD79D794309038DEDB750CBD15BA2AEF7D9D5B08C2E2AB8,United Kingdom,Scotland,Motherwell,55.781898498535156,-4.002900123596191,Virgin Media
1181,B571F7EAA2FB89EF6ABD21D017CA70C04FF2BD45C3B1DF24E12A9A4A654CB0F7,United Kingdom,Scotland,Tillicoultry,56.150699615478516,-3.735300064086914,TalkTalk
1182,F5BB6030F3B18B7335EA4B69E8409B9FE51263B8364199809DD2C6F1758A9354,United Kingdom,Unknown,Unknown,51.49639892578125,-0.12240000069141388,Webroot Services Ltd
1183,E79A9146486E0DDF22BE42383E726CBAD593796C1E86F5CB8D2D9338A95F7E85,United Kingdom,Wales,Abertillery,51.72779846191406,-3.139899969100952,British Telecommunications PLC
1184,1FD37D90641552E6A9E12D3E149E7A2D445AD5AD4CB48B59AFE22DEB22200BA9,United Kingdom,Wales,Barry,51.418399810791016,-3.259999990463257,British Telecommunications PLC
1185,86C6CB66E471AB97FD76197287DE5747C1C32762E646B1D75AB810059411D8FB,United Kingdom,Wales,Cardiff,51.5364990234375,-3.272200107574463,Vodafone Limited
1186,8ABC1BCC88E6D22B378566F8ECCF3FBEF6EC7D4AA72B2BB516843ED61C66AA9B,United Kingdom,Wales,Cardiff,51.53889846801758,-3.066999912261963,TalkTalk
1187,990A3F83DF8D4307A985C07B97DF6DDCFA8A2BEBCBD493DD30CE93AB023E2324,United Kingdom,Wales,Colwyn Bay,53.31489944458008,-3.7606000900268555,British Telecommunications PLC
1188,E785EDAFE51E32B3C0915C8F1027A6E10A878BB32A2A1D8B9FCD45E7AB59D59B,United Kingdom,Wales,Maesteg,51.60710144042969,-3.652600049972534,British Telecommunications PLC
1189,C4FFACA29A8F58F2AF55CF4DECFBE8E6CA6FE952F733593C379EE544ACC4CCDF,United Kingdom,Wales,Neath,51.64870071411133,-3.8441998958587646,Virgin Media
1190,DB44ADF2975CBDE1009052F08FEBBC295D0210CD7CA212EA53E0DA460C4DDE87,United Kingdom,Wales,Newport,51.59270095825195,-2.96370005607605,British Telecommunications PLC
1191,79EBC265153263575ED5C61BAE1B857E6A20F8A184F6D5CE4CF022F4352DFDD5,United Kingdom,Wales,Swansea,51.62369918823242,-3.9358999729156494,Virgin Media
1192,BE957424FF7E786F6AD0D7F1382165AEFBFB1765F2B299DA05EDDC299F82A5D3,United States,Alabama,Columbiana,33.17340087890625,-86.6176986694336,"AT&T Enterprises, LLC"
1193,B6DB7B3CD8C4ECB672257365665BEF28604931A5EB7215FDDF7E1FB1EAF6117D,United States,Alabama,Florence,34.830501556396484,-87.65599822998047,"Comcast Cable Communications, LLC"
1194,AEFB9EA17560F71FC8798CF59807B1C97A6627449CB1998643E946F73D12A3B4,United States,Alabama,Huntsville,34.72809982299805,-86.58779907226562,"Facebook, Inc."
1195,A4260854AC308FDBAD378C0F8AFC67388DD2B4339D2FEE2FBAA3A03ECD1CA0FF,United States,Arizona,Elgin,31.65760040283203,-110.52159881591797,DakotaPro.biz
1196,A39F73EED215A1EE71D1284C66B0910D9BA3FCA1DA5C7F62F16D0D90625CB092,United States,Arizona,Glendale,33.589900970458984,-112.17389678955078,Cox Communications Inc.
1197,5D3C312B9048C6B3FC4D7CE82391D83240B7484BCE1C70572E5BC52C34F17254,United States,Arizona,Mesa,33.417701721191406,-111.8197021484375,Arizona Tri University Network
1198,F03293C9C25DC83E39A9C821A1B32E0E9497CEB2ED87E7A75994D8682AC5DA99,United States,Arizona,Phoenix,33.48889923095703,-112.21730041503906,Verizon Business
1199,6C4B27E9378E9BE2B1E456504791A753374BF359EF629F7B653E7B7C0170ACC8,United States,Arizona,Phoenix,33.752899169921875,-112.08930206298828,Cox Communications Inc.
1200,8F20B79EF9B7DFB813F8CD86E0210168E5B7BB399C68F348D6CF7D33F9BC4229,United States,Arizona,Tucson,32.2130012512207,-110.8279037475586,Cox Communications Inc.
1201,1FD311D0B94AFE0B408D78742A137425C67F5A30107B48E05EB12A2D3C1C435F,United States,Arizona,Tucson,32.269901275634766,-110.98529815673828,Valley Telecommunications Company
1202,F84AF43C6B6E9CF25BC2668178E9B6026439DC12EB47750C9EC75AF64A5D4314,United States,Arizona,Tucson,32.30979919433594,-110.91500091552734,"Comcast Cable Communications, LLC"
1203,28FCCC4CCA01FE74768DE69F37C097E290C6BA399DC3D1A51FE6FC509F3E22B7,United States,Arkansas,Fayetteville,36.08769989013672,-94.3093032836914,"OzarksGo, LLC"
1204,2A02263E6AC4DA89860C48988D61E3D35025604D4CFFD75E508395E711277EC4,United States,Arkansas,Horatio,33.938499450683594,-94.3572006225586,"State Of Arkansas, Division of Information Systems"
1205,D95BF134D08DBCEC45937CFFC6A8513D2CD189A7D4084FB9B42137127389895E,United States,California,Alhambra,34.091400146484375,-118.13059997558594,Charter Communications LLC
1206,03072F57EC8B7032D5D542E8D962AAC33D05714F3CDE9472752698FA87317595,United States,California,Aliso Viejo,33.567901611328125,-117.70459747314453,Cox Communications Inc.
1207,7647CF86D5E594292FEBFA8F4DEBB858A94F7497D0AE4A25723BC9D6A300A98F,United States,California,Belmont,37.520198822021484,-122.27580261230469,Wave Broadband
1208,1206DD8C7D96513CFEEBE390C4EC7824CFF8E81C180523AD8FFF69E421021028,United States,California,Carlsbad,33.106201171875,-117.2947006225586,Charter Communications Inc
1209,9C5113F4A843E53E064626EB3CF17260AE7DFA32A594A5458582DD0FA872E324,United States,California,Clovis,36.84239959716797,-119.65640258789062,"AT&T Enterprises, LLC"
1210,82228936365A074E3653E3106AE31074ED1E716B3C23C956E3DAB03BB96D1FE1,United States,California,Dixon,38.437400817871094,-121.81220245361328,"University of California, Davis"
1211,45365D7364A89FD0228F6850439ADA02408FDAAE6F67959CA23F4D52D6FEE68E,United States,California,Dublin,37.70220184326172,-121.93579864501953,"Comcast Cable Communications, LLC"
1212,D9EAD77B8E9D70B3A35BFA524C2EC85DE4AAE61F2AA08BDCF5A05DD1BB1658FA,United States,California,Eureka,40.797698974609375,-124.15650177001953,Optimum
1213,5D46F429FC2B27119B5585A992B4597417285095AAABFF38C76BEE3627D559AD,United States,California,Folsom,38.67110061645508,-121.14949798583984,"Comcast Cable Communications, LLC"
1214,F5B3204143749067AFC426F32EAF266CB78F56A2EED32C31C46A793C3CA12298,United States,California,Fremont,37.528099060058594,-121.97319793701172,"Comcast Cable Communications, LLC"
1215,2AD40AF763A93B805538D48D4AB27B4AA836BF5BB5AEFFA72BBCDCAFA94B78C4,United States,California,Fremont,37.5625,-122.00039672851562,"Comcast Cable Communications, LLC"
1216,6A5758A02CC2FCDB42C791AA560F88EA1EE1206A1DDAD7E3ECF1F322AA154A58,United States,California,Livermore,37.6864013671875,-121.7654037475586,"Comcast Cable Communications, LLC"
1217,FE89909BB25E3D386DCA8EF6E8262A315C25C9D4DFB896EB1F4CEC0F27DBBB0F,United States,California,Long Beach,33.79029846191406,-118.12149810791016,"University of California, Riverside"
1218,FA955F83C03CD8153B48B4CB68DEDDC11A756DA9EF48F306086EF6C4FB97CE80,United States,California,Los Angeles,34.03799819946289,-118.45439910888672,Charter Communications Inc
1219,A77994B4400627F08AE488F32C8E5C831240FF562E1F0C2AF4E09D1A3AD92FCC,United States,California,Los Angeles,34.05440139770508,-118.24400329589844,Zenlayer Inc
1220,F8893C355E25AC895930DD89AFB661EAD45887CEEA030F29A495C1284F1421AF,United States,California,Los Angeles,34.0609016418457,-118.24140167236328,"Perfect International, Inc"
1221,0CDB199ECA6066C31B8D1B5919F26EE05BCE19F7089631E7854E94A78C3BF809,United States,California,Los Angeles,34.067501068115234,-118.35209655761719,"University of California, Los Angeles"
1222,A041FA3F297EF51A4A79A6A5AE8C1448380E8A1158EAC7881AFB2A0FE1DE2516,United States,California,Morgan Hill,37.13570022583008,-121.65019989013672,"Etheric Networks, Inc."
1223,8F6A53CD45345319F47FA526A99E0E999CD9B0E2A5F6AFD5AF3F75962DF33A42,United States,California,Newport Beach,33.62049865722656,-117.93209838867188,Charter Communications Inc
1224,DACB8F00BDBCFE7D98F20D58FFCC9E0CA2C1B0DEBF6DF335C44EE986A13DEB04,United States,California,Oakland,37.807498931884766,-122.26439666748047,"AT&T Enterprises, LLC"
1225,D74051752C71A33F17EA356618172CB43785C23B7EF5BEA54E293305D44F5C25,United States,California,Pasadena,34.15629959106445,-118.08679962158203,Charter Communications LLC
1226,8DC0478E3D9B40DCED7341FCB1BB1A9DF7F831ED77AB6154F7DA1E7D8E5C545E,United States,California,Pittsburg,38.02799987792969,-121.88469696044922,"Comcast Cable Communications, LLC"
1227,792451401A189E48803E0C564AB468CE0C97B5956A5477E79F044A09939E1E3D,United States,California,Pleasanton,37.665199279785156,-121.87339782714844,"Comcast Cable Communications, LLC"
1228,FCA5CC3D8C74EDE893C51E5E5B38F90F729001B3DEECC898A5FDBF833BD42439,United States,California,Ramona,33.03129959106445,-116.85790252685547,Cox Communications Inc.
1229,F6AA36F9102123BE016CE1BFA7AFDB7BAE1B1424C95B48A200867380EB655B2D,United States,California,Richmond,37.92689895629883,-122.331298828125,"Comcast Cable Communications, LLC"
1230,BCB551EB496090C20DDB1E3E729575055C75DAB4F7865E4CE3943B72F20B187C,United States,California,Riverside,33.92580032348633,-117.48989868164062,"AT&T Enterprises, LLC"
1231,C4B2500CD72D6138C56FDA414C52CD6BCCE8A8495ED48B5B409C2C17B4DCF699,United States,California,Riverside,33.94490051269531,-117.3833999633789,Charter Communications LLC
1232,2BB3D911DCB853B977A47812C8FF2292818F407ACF40B3A01F95201F8453D267,United States,California,Roseville,38.768001556396484,-121.33489990234375,"Comcast Cable Communications, LLC"
1233,AB3E3AB2B138CE93A004B1601FFFD11A8768095C2F5C5D7786D368FB1AAA0D3C,United States,California,Sacramento,38.63529968261719,-121.45580291748047,Fidium
1234,62A623308AE6E3DC107512527CF8232D04198F9F3CBD2604F1A953E00BB9AB77,United States,California,San Diego,32.69169998168945,-117.11509704589844,"AT&T Enterprises, LLC"
1235,2D6BEC9D3844D5682A00F0590C2D76D816AF898B46BA88DD001313713BBE2DEF,United States,California,San Diego,32.71730041503906,-117.15699768066406,"AT&T Enterprises, LLC"
1236,25321197F13CC77CA9B93445F1EC357B29B41F9CB99F5B94FE21CC25E302A355,United States,California,San Diego,32.74489974975586,-117.16500091552734,Cox Communications Inc.
1237,6D27B93F5F51E5FEFEAD6AE6EA711E53B9A1FF7C97BABD3B62C49AB278AD9983,United States,California,San Diego,32.859500885009766,-117.21240234375,"University of California, San Diego"
1238,E01C004106A43777D3F8DFB6CC8E70365BBBD655142BE44F4CDC25F770802F96,United States,California,San Francisco,37.770301818847656,-122.4406967163086,"Comcast Cable Communications, LLC"
1239,29761656A94584E13BE508DB0DD4A3488C216C6DBF0A216A3FA4642717861F2A,United States,California,San Francisco,37.77939987182617,-122.4176025390625,"Facebook, Inc."
1240,C0FFCFBCA356ADCDC1685F160BAAFFAE3E31EB29E1AF4FA08E5190E08B3AEC0E,United States,California,San Francisco,37.783599853515625,-122.435302734375,"Comcast Cable Communications, LLC"
1241,59746D2AA8AA73FD070DDE579F38D2379110E75CCF2489CC7C8BD4039F4FA130,United States,California,San Francisco,37.80070114135742,-122.40969848632812,USDA
1242,B3F1C8C2DC6F4C180ED15C8561E8A3E6BC3C293E034131746C80D63B1D1532AA,United States,California,San Francisco,37.802101135253906,-122.43299865722656,"Cogent Communications, LLC"
1243,3E9191C6D4B318A0919E33F778D3A94C2DB10ABC048E13F1FD5BCCBD517F5A01,United States,California,San Francisco,37.80820083618164,-122.46179962158203,"Cogent Communications, LLC"
1244,AA82155182B8EA0247340864907DE04728472F2A7CB0787C136BDB9BC41DCBDB,United States,California,San Jose,37.33879852294922,-121.8916015625,"Cogent Communications, LLC"
1245,C8354BA7DCA6ECC12B65B6741AAE33759EA8DE5214C2B747D1BE30EB9AB58E35,United States,California,San Jose,37.347900390625,-121.85269927978516,"Comcast Cable Communications, LLC"
1246,49E2B3F5AA192B0A7BA8B3A44E97B095612873FCFEE649A38A101200251E57E4,United States,California,San Jose,37.351200103759766,-121.88459777832031,"Comcast Cable Communications, LLC"
1247,1FE529CC1C4CC97EDF41A212D3BEACC4773F6A2971CD65E4523D8B79590EC0B9,United States,California,Santa Clara,37.35300064086914,-121.95439910888672,"Facebook, Inc."
1248,B671621B079AF909A4844FAA9A939FAA75367C1EFBED525D7F0FA0852C51B29D,United States,California,South El Monte,34.05670166015625,-118.04000091552734,LOS ANGELES COUNTY - INTERNAL SERVICESDIVISION
1249,6E1C748498A30533C858703882DC35FC8CFEBD044AC49B8308B26D843F0D653A,United States,California,Spring Valley,32.725799560546875,-116.99330139160156,LightEdge Solutions
1250,60B32F75E462F53309174C44F5918D9C5697BD8A2411E800BD271A089F344694,United States,California,Sunnyvale,37.3651008605957,-122.03829956054688,"8x8, Inc."
1251,F82BDAB57AA4693F49C8BE97CF97803F1CB6934DDA4BF5F22C174D4D471B99B3,United States,California,Unknown,34.05440139770508,-118.24400329589844,Sangoma US Inc.
1252,E8EA3674CB3FD1457114C06B9DA298E092BEDB6B76EA3A7494FF2EA7617A6B2D,United States,California,Vallejo,38.102500915527344,-122.21320343017578,"Comcast Cable Communications, LLC"
1253,721FC2B9872DEFC731829A701F522E1F39C361565C94801802068B3757E2D5D0,United States,California,Walnut,34.02330017089844,-117.8511962890625,TPx Communications
1254,CD75B31E8952B897F27C4F16F3068D1E1D610602D4C8427600D577028B7FC8C1,United States,Colorado,Broomfield,39.88309860229492,-105.11219787597656,"Comcast Cable Communications, LLC"
1255,BF771E6FFAF8E1CA2FAA38C0F1874A476EDA1C8ACC6B169D2EAF7D41AB1417E2,United States,Colorado,Denver,39.731201171875,-104.96720123291016,"Comcast Cable Communications, LLC"
1256,3FCB1248D2FB81F1E61C7E7D5A2BEA590098F60BD4CA290984DA988D30DFBE95,United States,Colorado,Denver,39.76279830932617,-105.02629852294922,"CenturyLink Communications, LLC"
1257,5A5235E4DD1074CC6BF80C2A21CE9B2E9E995FFFEE5B4D019684FF1613FB8C8D,United States,Colorado,Denver,39.8400993347168,-105.00270080566406,U.S. Department of the Interior
1258,83A727B6E1B4B1C31AB5D2C8CE2F08B93D055561A0970D64439BB0915D6FCA36,United States,Colorado,Johnstown,40.34469985961914,-104.91179656982422,"Comcast Cable Communications, LLC"
1259,BF334CE91AF2D5CF604EB4CB97DFE325D0C4F8F0AFEDAD2594DC84B95B719714,United States,Colorado,Limon,39.270301818847656,-103.69000244140625,"CenturyLink Communications, LLC"
1260,FD60D92561BC24E0F94AE04A5EA59E5185A4DFDAEDFB4B503CA3DCB2D24F9553,United States,Colorado,Monument,39.09170150756836,-104.872802734375,"Comcast Cable Communications, LLC"
1261,59B15C8CFFE43FFF741CDB9BE0CED820846C3B7F08272F2197617C4B512C5FF4,United States,Connecticut,New Haven,41.30910110473633,-72.87010192871094,"Comcast Cable Communications, LLC"
1262,DF3A093AEBC6AA13E95F0E111E9431748A8B8D7B8A5431F8A6F430FF6BC9AFE3,United States,Connecticut,Prospect,41.502201080322266,-72.97560119628906,"Comcast Cable Communications, LLC"
1263,AC8A42859C73395160842EC681C65369FFB6CA0BF526A4489F44484185B9C36C,United States,Connecticut,Shelton,41.3218994140625,-73.08159637451172,"Comcast Cable Communications, LLC"
1264,39A40B27F47D96FB8AACC7857BFA3C94C3A0AE444CAFD77162274ECAEAA829AD,United States,Connecticut,Stamford,41.0640983581543,-73.5479965209961,Cablevision Systems Corp.
1265,231A181B7F0E725CE8233594C7307C00B5EF4C384F2580BF4D37BACAD66E5719,United States,Connecticut,Uncasville,41.43450164794922,-72.10980224609375,"AT&T Enterprises, LLC"
1266,55BEBE53B6D5343F7F27BA967233C91FDFFDD2E8A2851DF3C4842B117C09ED9B,United States,Delaware,Seaford,38.63970184326172,-75.60469818115234,"Comcast Cable Communications, LLC"
1267,A96A75C2FE3913D2FD2A47A72A22C029FB44279AE612C9F7A47B4EB8924138E7,United States,Delaware,Wilmington,39.75519943237305,-75.53119659423828,"Comcast Cable Communications, LLC"
1268,B8EEC93723C848823007C6B0A45682A0FD0B778FB288225105C5D08A1CE38175,United States,District of Columbia,Washington,38.88880157470703,-77.0071029663086,Library of Congress
1269,4989D4FED4AA88E5F7FCF7A891B002555720C6DE0900559C3097B34212BCCE2F,United States,District of Columbia,Washington,38.89400100708008,-77.0364990234375,"Cogent Communications, LLC"
1270,33D71BAB78E794A2664C1D365596BB096D24C6F6D33D9825F9D55AED26F48EF8,United States,District of Columbia,Washington,38.90950012207031,-77.0436019897461,"Cogent Communications, LLC"
1271,78204A7115DA41F39DCBB1B706B267CCD3FC3D8178583FB743541F709775AF0D,United States,District of Columbia,Washington,38.917198181152344,-77.0708999633789,Georgetown University
1272,8861703CE0E4455913D242759459106932230B906A700138CCA37E9ED646D4EB,United States,District of Columbia,Washington,38.95220184326172,-77.02529907226562,"Comcast Cable Communications, LLC"
1273,4A85F9F1120F7F4C6469BDEDEBF1BBC9812576E7E880C068467DFDDB87EB10AC,United States,Florida,Cape Coral,26.628400802612305,-82.01969909667969,Lee County BoCC
1274,C0A8DDB555A011EC224AC78690EA424B03BCA006F3F946BFFC8257E5990687B2,United States,Florida,DeLand,29.042200088500977,-81.28630065917969,"AT&T Enterprises, LLC"
1275,35A0E1402ADFC8163A5E8E055AC7C7DEE6B75C0425C776535D11BA9805849878,United States,Florida,Fort Lauderdale,26.186399459838867,-80.12850189208984,Verizon Business
1276,08E6820BBD35610812D85A4511E885C983CC9D103692D4773DDB39C7212D5D50,United States,Florida,Gainesville,29.613800048828125,-82.38600158691406,University of Florida
1277,60B992D8AB6BDDBE0A4593AD0716FFD65BE8164754DEAB55918A1C3732C6C8D8,United States,Florida,Inverness,28.833999633789062,-82.2822036743164,"Charter Communications, Inc"
1278,44241421A7A394C21C0F2F0DD5D5D991E0FA869FF623A2A311979F67F8F929C3,United States,Florida,Jacksonville,30.222999572753906,-81.7594985961914,"Comcast Cable Communications, LLC"
1279,7E7883D52B8FCB059BAB4D0461F2DC03A58227F0E7AF8E5B42D9A51877CB918E,United States,Florida,Jacksonville,30.28510093688965,-81.82170104980469,"AT&T Enterprises, LLC"
1280,1EA6EF38A8126E05FCCBD32E3EE87132265B92B677E114D6A84DE280D8AC3C22,United States,Florida,Jupiter,26.934999465942383,-80.1177978515625,"Comcast Cable Communications, LLC"
1281,1C07505F1B94A74B053CEB53E7D13251CECB4CF4BAAF0DB52DF5AA765206F202,United States,Florida,Miami,25.699199676513672,-80.36129760742188,"AT&T Enterprises, LLC"
1282,3A71625E57A1B664108806211A5B790582935957D3402A6E808CC6A1B07CB8BF,United States,Florida,Miami,25.773500442504883,-80.20079803466797,Unknown
1283,7394E3CF7D345622E70F6953AA07B39854851047D9DF59B8E6FC7458EAA95BF3,United States,Florida,Naples,26.330400466918945,-81.58709716796875,"Comcast Cable Communications, LLC"
1284,711B3D91FC031D3BCDEB6D7265C521E0330764A570E97D2DC651E219FCF3F79B,United States,Florida,North Fort Myers,26.693199157714844,-81.91290283203125,"CenturyLink Communications, LLC"
1285,A2E49AE8CA76166CEEFD98026F0052158C0F9379F39A127CD2D4F837131A7D3D,United States,Florida,Orlando,28.453800201416016,-81.46739959716797,"AT&T Enterprises, LLC"
1286,A87F86C47F13D951C5EAD5EFFE42613A0E401273D878596E425A753C52AA05CD,United States,Florida,Orlando,28.558799743652344,-81.34950256347656,"Charter Communications, Inc"
1287,0F586A3265B593A20E4A3EC622FC1F12476E7E576874ADAC0BA7E5999B165C47,United States,Florida,Orlando,28.581499099731445,-81.48500061035156,"Comcast Cable Communications, LLC"
1288,0E98964B9010F345B82588BB99730813BFD223E560964A3FD9475645F7EBA900,United States,Florida,Palm Beach Gardens,26.82379913330078,-80.14070129394531,"AT&T Enterprises, LLC"
1289,1CB56CC563F8DA3EDE33391E012C512DF231F3F7EBD49360A3C78B229D8361D8,United States,Florida,Pompano Beach,26.243499755859375,-80.26010131835938,"Comcast Cable Communications, LLC"
1290,DD2353EFA6E5A1F13EA9528EC1D31F3602DA08672DC7A2113F4537EA5F1D7B49,United States,Florida,Seffner,27.988300323486328,-82.29910278320312,"Charter Communications, Inc"
1291,BF897E6F40271E40417C8D63982E18F16E5D3335B5854D12F29976504ECF7DF0,United States,Florida,Summerfield,29.010700225830078,-82.0354995727539,"Comcast Cable Communications, LLC"
1292,B3AE210FE74DCF5B920FA6C5071BC26BD77F45B1266C31E9F69C17D05B5DA3A2,United States,Florida,Tamarac,26.21540069580078,-80.27100372314453,"AT&T Enterprises, LLC"
1293,1457510F23405FB2508F732187283EA1AD2731B4A2D5C6F0B2860B6ACD27C4AB,United States,Florida,Tampa,28.010900497436523,-82.49479675292969,"HIVELOCITY, Inc."
1294,880586BBF5BFDC8C405E2BE78A97A04520875FF7AA07CC547FC4E207A7C6D14D,United States,Florida,Thonotosassa,28.063499450683594,-82.30860137939453,"Charter Communications, Inc"
1295,B8D1835F80AD9EBB0AEFE050E709E04C5DB920B3B4AA9337849A45AD8A20122A,United States,Florida,Vero Beach,27.699100494384766,-80.44429779052734,"Comcast Cable Communications, LLC"
1296,13216D857E373936FD3285B9A464EB138105E88275FEB2E5C0563D673739936C,United States,Florida,Zephyrhills,28.2283992767334,-82.20429992675781,"Charter Communications, Inc"
1297,3677F15E77394261E505E7A29C9BEF950AC74BA403108897047B6E6BAC8D561D,United States,Georgia,Alpharetta,34.02399826049805,-84.2396011352539,"Comcast Cable Communications, LLC"
1298,C86055EC360585DC070699447ACE7B55E0525854E7CAEFF245722B3CBE53057F,United States,Georgia,Athens,33.93320083618164,-83.35359954833984,Charter Communications LLC
1299,454BDD729876024556DBD9B4D817DA9303CC5DF3ED8AF5A439AF391EBB24D38A,United States,Georgia,Atlanta,33.715301513671875,-84.3311996459961,"Comcast Cable Communications, LLC"
1300,4A2EE341B24402F73ED4669C40ADE40D5EFAD14DAE2B14E8C94C2CD15E4C9DBC,United States,Georgia,Atlanta,33.74850082397461,-84.38710021972656,Datacamp Limited
1301,F3B6BB3A00FAC62EE3972352A634C7A73B303C3BD71C614F009E206E92A814A7,United States,Georgia,Atlanta,33.862098693847656,-84.4197998046875,Verizon Business
1302,C76EA285DCD1D15574B6378E38DF05ADD2E7A93BF8B7A9EC294564C4D1D85192,United States,Georgia,Austell,33.83689880371094,-84.63069915771484,"AT&T Enterprises, LLC"
1303,3C90F504EF812DA8F3EC2908F860A2171DE145526584162A991D67240B1EEB19,United States,Georgia,Decatur,33.76570129394531,-84.29509735107422,"Comcast Cable Communications, LLC"
1304,CD882609B39C8F270F986651538324E71949DB0321B10ADFF7F11ACA4217F5D3,United States,Georgia,Hartwell,34.350799560546875,-82.92240142822266,"HART COMMUNICATIONS, INC."
1305,1B51031706BCDCBEED85A028640C32E440CC70B775FA54598A0034FC7AFDB073,United States,Georgia,Lawrenceville,34.001399993896484,-84.01439666748047,"AT&T Enterprises, LLC"
1306,74A26C93A464BE00A5F9EF5ECDF5EDC143153D7A8B0C7DA5B8A3BB35ACA7772F,United States,Georgia,Thomasville,30.84149932861328,-83.97250366210938,"AT&T Enterprises, LLC"
1307,1507307D4DBFCD23EA73BC4AA33E644164F54EAE84BB0C29674D263AE5C83E8C,United States,Georgia,Unknown,33.74850082397461,-84.38710021972656,"AT&T Enterprises, LLC"
1308,8AAFB116F46473BC2E25939B440BCC7BE00272661966A8B91255955CD978530A,United States,Georgia,Valdosta,30.7539005279541,-83.33209991455078,Windstream Communications LLC
1309,ED68BBC5E690BF8012765190768C8F3CEDB95F55E432C5CE195E94E745F5D7C5,United States,Georgia,Winder,33.997798919677734,-83.71240234375,"Level 3 Parent, LLC"
1310,095902F2FD59A18B7748C039C6033992A8363E63D4FF57B237A03DE8E77AD407,United States,Hawaii,‘Aiea,21.39080047607422,-157.93319702148438,Charter Communications Inc
1311,2461B13B6DEDD2617A4D9D0319F7B3CA25753DD4107F96C5FA06FF171AB685FE,United States,Hawaii,Wahiawa,21.50279998779297,-158.02459716796875,Charter Communications Inc
1312,4CD03EB5B5090F5CD3E09D10C4118230A6040C273E7C7D6435396D24EE6471E5,United States,Idaho,Boise,43.5885009765625,-116.19180297851562,"CABLE ONE, INC."
1313,0AD969192A8D6869F95DCECDBA6489A8F14B95B43DD733BD172B11FF475A2E3F,United States,Illinois,Aurora,41.75790023803711,-88.29340362548828,"AT&T Enterprises, LLC"
1314,5C8D2D5EA48E82068FFA3E964AB37F5BDE351E914A9E56CD41FDA5A49E92D757,United States,Illinois,Chicago,41.80179977416992,-87.59929656982422,The University of Chicago
1315,23FA12A78155CC8B9CCC659053395AFDB6BBF5F81C626F52F00B4A4118D7C64F,United States,Illinois,Chicago,41.84830093383789,-87.65170288085938,Microsoft Corporation
1316,A81BD99DA5B315B98B63555498D2422080C92953B276766BC710769FF87EC7D0,United States,Illinois,Chicago,41.87189865112305,-87.65889739990234,University of Illinois Chicago
1317,719A19EB47BAC83A952579F921A8937D48DA1238CF1258902B74A42CE1763FE9,United States,Illinois,Chicago,42.01070022583008,-87.66570281982422,"AT&T Enterprises, LLC"
1318,F076CDDF4E0A67DBA802A4DDF0CC91D87281C568FC0B50FF22AC4418F4424845,United States,Illinois,Evanston,42.05500030517578,-87.69509887695312,"Comcast Cable Communications, LLC"
1319,012C6F4EF4E94E27224384ED4F5F832A8F9C0AB2B1AEF54173F95CABF4846326,United States,Illinois,Unknown,41.84830093383789,-87.65170288085938,"AT&T Enterprises, LLC"
1320,B417CF2C2649E40DD64ADF464ABC86ED01F1505B0B04ACCBB066C7D6E7DCBD0C,United States,Indiana,Angola,41.63479995727539,-84.99939727783203,Mediacom Communications Corp
1321,12B260AD65CF096DB490C00D8325DA25946CC1690BF10B518EB6F7B75686E2C4,United States,Indiana,Fishers,39.95640182495117,-85.96510314941406,"Comcast Cable Communications, LLC"
1322,3B58B35C729F31D7E48B122972D8D81489D7CCD9C84A022B403868DFA1F06F21,United States,Indiana,Fort Wayne,41.01470184326172,-85.09739685058594,"Comcast Cable Communications, LLC"
1323,5C78501EAE21AEFD114D57045975411FBDD8A11768556F55204134DC7099CEE6,United States,Indiana,Greentown,40.47779846191406,-85.95050048828125,Zayo Bandwidth
1324,CE923F0B6E3CD08662042987B4AC1D39F0548843C79A2D0A5CC9C1F611A5AC8E,United States,Indiana,Greenwood,39.59920120239258,-86.12999725341797,"Comcast Cable Communications, LLC"
1325,6E50CE73BC1EADDE5B6EB24706EE6CD5ACB773311A360F95D541845E94C7A00E,United States,Indiana,Indianapolis,39.84830093383789,-86.27359771728516,"CenturyLink Communications, LLC"
1326,310FC9DED5FBD742B6E8DCE6484008695447AA2DAA0EFB2659ED6A1F49A5CBC2,United States,Indiana,Indianapolis,39.908599853515625,-86.12100219726562,"Comcast Cable Communications, LLC"
1327,64BE681A279ABCBFBC767276D857573D51983618BF32730D36E90ADC32F66BF1,United States,Indiana,Peru,40.7494010925293,-86.068603515625,"Comcast Cable Communications, LLC"
1328,141767B223284DD794AFBE3E56E5E9C30AB8E4AB38156EC06DA7208BD1DD3C72,United States,Indiana,Portage,41.56809997558594,-87.17489624023438,Zayo Bandwidth
